id.site,site.type,hydrology,region,fg.ratio,fg.ratio.std,rest.meth,land.use.hist,rest.age,rest.age.std,cover.grass,cover.forbs,cover.legumes,tot.hill.0,tot.hill.1,target.hill.0,target.hill.1,fcsi.hill.0
S_MCH,restored,fresh,south,5,4.636691070315387,res,grassland,NA,NA,14.25,49.25,22,54,20.154419187520787,41,18.399586382982427,3.715312711182092
S_MHH,positive,dry,south,0.588,-0.3937364793577588,NA,NA,NA,NA,63.75,25.5,12,55,16.113280699003123,48,14.181405065627157,3.873801792607949
S_MTK,positive,fresh,south,1.304,0.42262483650034927,NA,NA,NA,NA,45.25,44.75,14.25,37,21.261869183647995,36,21.23363591023996,3.597312260588446
S_NOZ,restored,fresh,south,3.96,3.4509148573371298,res,arable land,2,-1.0246206383809016,18.75,47.5,26.75,39,17.692430087146583,35,16.849188377388245,3.5610460826040513
S_OST,restored,moist,south,1.147,0.2436182351180546,dih,arable land,13,0.30570648554971175,42.5,40.25,8.5,81,30.583668681636233,66,27.655888783325818,4.190601263630456
S_OSW,restored,fresh,south,0.733,-0.22841191120213636,dih,arable land,11,0.0638288266532366,56.25,22,19.25,38,16.8465087265544,35,15.585651987033042,3.5624655292582776
S_PEI,restored,fresh,south,0.637,-0.33786817701551397,dih,grassland,2,-1.0246206383809016,61.25,38,1.025,36,11.903555286350008,32,10.90961813029953,3.471966452550362
S_PEN,negative,moist,south,0.336,-0.681059177117875,NA,NA,NA,NA,77.75,21,5.125,35,18.367385026764182,32,16.175104211519162,3.4735180432417816
S_POP,restored,fresh,south,0.393,-0.616069519291182,res,arable land,6,-0.5408653205879513,76.25,15.25,14.75,34,15.03603409891035,33,14.050915777379895,3.5115454388310208
S_RUP,negative,fresh,south,0.008,-1.0550347519802485,NA,NA,NA,NA,89,0.0575,0.64,12,1.9861709882333989,10,1.7019135984546088,2.3353749158170367
S_SBA,positive,dry,south,1.206,0.3108882318158595,NA,NA,NA,NA,45,46.5,7.75,67,28.648387437758306,63,27.08958149906251,4.146304301152812
S_SBN,restored,dry,south,1,0.07601332809132012,dih,arable land,15,0.547584144446187,35,28.75,6.25,75,28.91487198858569,60,25.73248988662211,4.095385686730511
S_SHH,restored,dry,south,1.441,0.5788280491715235,dih,arable land,22,1.39415595058385,42.5,35.5,25.75,58,25.178778892923013,52,23.770035102020508,3.9539872045271784
S_SIM,positive,fresh,south,1.108,0.19915162713137002,NA,NA,NA,NA,46.25,45.5,5.75,62,28.757105248636627,58,26.912008591007083,4.063885354737392
S_SNF,restored,moist,south,0.343,-0.6730779910689828,dih,arable land,4,-0.7827429794844265,71.75,20.25,4.375,54,19.01117654210782,46,16.352217659132922,3.831053942894479
S_STB,restored,moist,south,1.131,0.22537552414915832,dih,arable land,17,0.789461803342662,38.25,27,16.25,51,20.911166195231672,46,19.887269736327458,3.832258036959283
S_STW,positive,moist,south,0.6,-0.38005444613108663,NA,NA,NA,NA,62.5,30.75,6.75,70,26.359391094535905,62,24.47182050808552,4.12892489581888
S_TIE,restored,fresh,south,1.053,0.13644230817578892,res,arable land,6,-0.5408653205879513,47.5,22.75,27.25,39,19.812199177407123,35,19.125697173064676,3.5610460826040513
S_TRN,restored,fresh,south,1.355,0.48077347771370604,dih,arable land,NA,NA,38,25,26.5,49,16.765672901563395,31,13.454441248551042,3.435683557733325
S_UKB,negative,fresh,south,0.458,-0.5419585059800409,NA,NA,NA,NA,68.5,22.5,8.9,28,16.47101630434402,23,14.030072351986414,3.142714463902637
S_VIB,negative,moist,south,0.148,-0.8954110310024062,NA,NA,NA,NA,91.25,12.25,1.25,11,3.716905828853845,9,2.598191288194737,2.2335922215070942
S_VLP,positive,moist,south,0.521,-0.47012783154001186,NA,NA,NA,NA,66.25,30,4.5,50,17.22879088154462,44,15.329347063654213,3.787431127842432
S_VLR,restored,fresh,south,0.773,-0.18280513377989566,cus,arable land,23,1.5150947800320875,56.25,12,31.5,44,13.284717474099445,37,11.49539201385906,3.614290597122864
S_WGD,restored,fresh,south,0.645,-0.3287468215310658,cus,arable land,2,-1.0246206383809016,38.75,23,2,33,11.225057492492782,24,8.796396632560947,3.1822118404966093
S_WLF,negative,fresh,south,0.077,-0.9763630609268834,NA,NA,NA,NA,88.25,5.25,1.525,18,6.650949447692935,16,5.4045305220334745,2.793208009442517
S_WNG,positive,dry,south,0.815,-0.13491801748654303,NA,NA,NA,NA,51.25,37,4.75,49,16.299465080909435,36,11.603321751402756,3.5855010996601013
S_WNK,restored,fresh,south,1.01,0.08741502244688029,dih,grassland,11,0.0638288266532366,50,38.5,12,56,23.03070424540849,49,22.20008475741701,3.8943680701894254
S_WTB,negative,fresh,south,0.284,-0.740347987766788,NA,NA,NA,NA,80,12.75,10,21,6.654369117612525,16,5.72576799265549,2.782951509275328
S_WTH,restored,moist,south,1.235,0.3439531454469842,dih,grassland,NA,NA,42.5,42.5,10,44,13.158277120236326,38,11.424902345708396,3.641338509344936
S_WTZ,restored,fresh,south,0.421,-0.5841447750956137,dih,arable land,5,-0.6618041500361889,73,11,19.75,44,13.601274433208552,37,11.814665642919763,3.614290597122864
