name.original,family,url,name.plant,name.dummy,sla,height,seedmass,flowering.start,growth.form.1,growth.form.2,nitrogen.fix,oek.l,oek.t,oek.k,oek.f,oek.f.change,oek.n,oek.r,oek.s,lf.leb,mahdvertra,weidevertr,trittvertr,futterwert,sociology,legal,status,neobiota,rlg,responsibility,funct.group.x,R11.Diagnostic,R16.Diagnostic,R1A.Diagnostic,R1B.Diagnostic,R1M.Diagnostic,R1P.Diagnostic,R21.Diagnostic,R22.Diagnostic,R35.Diagnostic,R36.Diagnostic,R37.Diagnostic,ffh.2330,ffh.6120,ffh.6210,ffh.6230,ffh.6240,ffh.6410,ffh.6440,ffh.6510,sh.feucht.naessezeiger,sh.trockenheitszeiger,sh.basenzeiger,sh.magerkeitszeiger,sh.ruderalisierungszeiger,sh.beweidungszeiger,sh.wert.gruenlandarten,sh.ausnahmearten.spp.wert.gruenlandarten,sh.nicht.wert.flutrasenarten,sh.calthion,sh.wiesenzeiger,btt.hh.GMG Kennzeichnende Arten,btt.hh.GMG Wertgebende Arten (RL-HH),btt.hh.GMM Kennzeichnende Arten,btt.hh.GMM Wertgebende Arten (RL-HH),btt.hh.GMT Kennzeichnende Arten,btt.hh.GMT Wertgebende Arten (RL-HH),btt.hh.GMW Kennzeichnende Arten,btt.hh.GMW Wertgebende Arten (RL-HH),btt.hh.GFA Kennzeichnende Arten,btt.hh.GFA Wertgebende Arten (RL-HH),btt.hh.GFR Kennzeichnende Arten,btt.hh.GFR Wertgebende Arten (RL-HH),btt.hh.GFC Kennzeichnende Arten,btt.hh.GFC Wertgebende Arten (RL-HH),btt.hh.GFF Kennzeichnende Arten,btt.hh.GFF Wertgebende Arten (RL-HH),btt.hh.GN Kennzeichnende Arten,btt.hh.GN Wertgebende Arten (RL-HH),btt.hh.GNP Kennzeichnende Arten,btt.hh.GNP Wertgebende Arten (RL-HH),hh.gl.typical,hh.gl.F.zeiger,hh.gl.N.zeiger,hh.gl.R.zeiger,nie.gn.gf.kennarten,btt.nie.9.1 GM weithin verbreitete Grünlandarten,btt.nie.9.1 GM Kennarten für Grünland mit weiter Standortamplitude,btt.nie.9.1.1 GMF Zusätzliche Kennarten,btt.nie.9.1.3 GMA Zusätzliche Kennarten,btt.nie.9.1.4 GMK Zusätzliche Kennarten,btt.nie.9.3. GN Kennzeichnende Pflanzenarten,btt.nie.9.4.1 GFB Kennarten,btt.nie.9.4.2 GFF Kennarten,btt.nie.9.4.3 GFS Kennarten,lsa.nasswiesen,bv.§30.borstgrasrasen,bv.art23.pfeifengraswiesen,bv.§30.nasswiesen,bv.gruenland.feucht,bv.gruenland.frisch,bv.§30.trockenrasen,btt.bv.GL Typische Arten,btt.bv.GA Typische Arten,btt.bv.GL6120* Typische Arten,btt.bv.GN Typische Arten,btt.bv.GO6230* Typische Arten,btt.bv.GP6410 Typische Arten,btt.bv.GT und GT6210 Typische Arten,btt.bv.GT621P* Typische Arten,btt.bv.GT6240* Typische Arten,"btt.bv.GU, GU651E und GU651L Typische Arten",calth.sturm,funct.group.y,ruderal,target_ellenberg
Teucrium chamaedrys,Lamiaceae,https://www.worldfloraonline.org/taxon/wfo-0000321975,Teucrium chamaedrys,Teucrium chamaedrys,163.1,0.14,0.00116566666666667,NA,shrub,subshrub,NA,7,6,4,2,NA,1,8,0,Z,3,7,6,2,0,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,herb,no,no
Teucrium montanum,Lamiaceae,https://www.worldfloraonline.org/taxon/wfo-0000322337,Teucrium montanum,Teucrium montanum,179.3,0.2,7.251665e-4,Jun,shrub,subshrub,NA,8,5,4,1,NA,1,9,0,Z,2,6,5,2,5321,NA,I,NA,V,NA,herb,NA,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,herb,no,festuco-brometea
Teucrium scordium,Lamiaceae,https://www.worldfloraonline.org/taxon/wfo-0000322612,Teucrium scordium,Teucrium scordium,380.4,0.2375,4.40555666666667e-4,Jul,herb,herb,NA,7,7,5,8,=,4,8,1,H,3,4,4,2,3811,NA,I,NA,2,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Thalictrum aquilegiifolium,Ranunculaceae,https://www.worldfloraonline.org/taxon/wfo-0000454527,Thalictrum aquilegiifolium,Thalictrum aquilegiifolium,342.7,0.675,0.002,May,herb,forb,NA,5,NA,4,8,=,7,7,0,H,3,7,2,1,8433,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Thalictrum flavum,Ranunculaceae,https://www.worldfloraonline.org/taxon/wfo-0000454062,Thalictrum flavum,Thalictrum flavum,261,1.05,0.001361,Jun,herb,herb,NA,7,6,5,8,~,5,8,0,H,3,7,2,1,5412,NA,I,NA,V,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,F,NA,B,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,molinietalia
Thalictrum lucidum,Ranunculaceae,https://www.worldfloraonline.org/taxon/wfo-0000453840,Thalictrum lucidum,Thalictrum lucidum,NA,0.675,5.835e-4,Jun,NA,herb,NA,7,NA,5,8,NA,3,7,0,H,NA,NA,NA,NA,5410,NA,I,NA,3,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,molinietalia
Thalictrum minus,Ranunculaceae,https://www.worldfloraonline.org/taxon/wfo-0000453930,Thalictrum minus,Thalictrum minus,167.33,0.475,0.001511125,NA,herb,forb,NA,6,NA,7,3,NA,3,8,0,H,NA,NA,NA,NA,6112,NA,I,NA,V,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,trifolio-geranietea
Thesium linophyllon,Santalaceae,https://www.worldfloraonline.org/taxon/wfo-0000454748,Thesium linophyllon,Thesium linophyllon,175.2,0.2,0.0066,Jun,herb,forb,NA,8,7,5,2,NA,1,8,0,Ghp,4,5,4,2,5312,NA,I,NA,3,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,herb,no,festuco-brometea
Thlaspi arvense,Brassicaceae,https://www.worldfloraonline.org/taxon/wfo-0000410873,Thlaspi arvense,Thlaspi arvense,245.65,0.365,0.03950051775,Apr,herb,NA,NA,6,5,NA,5,NA,6,7,0,T,3,6,3,2,3311,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Thymus,Lamiaceae,https://www.worldfloraonline.org/taxon/wfo-4000038335,Thymus,Thymus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,NA,NA
Thymus praecox,Lamiaceae,https://www.worldfloraonline.org/taxon/wfo-0000324555,Thymus praecox,Thymus praecox,134.04,0.07,1.4866675e-4,NA,shrub,NA,NA,8,6,5,3,NA,1,8,0,C,4,4,4,2,5300,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,festuco-brometea
Thymus pulegioides s. l.,Lamiaceae,https://www.worldfloraonline.org/taxon/wfo-0000324607,Thymus pulegioides s. l.,Thymus pulegioides,246.75,0.182,1.51e-4,Jun,shrub,NA,NA,8,7,4,2,NA,1,8,0,C,4,4,4,2,0,NA,NA,NA,NA,NA,herb,NA,NA,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,T,A,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Torilis arvensis,Apiaceae,https://www.worldfloraonline.org/taxon/wfo-0000409709,Torilis arvensis,Torilis arvensis,280.8,0.475,0.0016576,NA,herb,NA,no,7,7,3,4,NA,4,9,0,T,NA,NA,NA,NA,3411,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Torilis japonica,Apiaceae,https://www.worldfloraonline.org/taxon/wfo-0000411355,Torilis japonica,Torilis japonica,280.67,0.647333333333333,0.0017143,Jun,herb,forb,NA,6,6,3,5,NA,8,8,0,"T,H",NA,NA,NA,NA,3532,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Tragopogon,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-4000038774,Tragopogon,Tragopogon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,NA,NA
Tragopogon dubius,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000122592,Tragopogon dubius,Tragopogon dubius,270.3,0.611666666666667,0.0126227085,May,herb,NA,NA,8,7,4,4,NA,4,8,0,H,4,2,2,5,3342,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Tragopogon pratensis s. l.,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000080363,Tragopogon pratensis s. l.,Tragopogon pratensis,259.966666666667,0.383333333333333,0.00751691666666667,May,herb,herb,NA,7,6,3,4,NA,6,7,0,H,6,2,2,5,0,NA,NA,NA,NA,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,herb,no,no
Trifolium,Fabaceae,https://www.worldfloraonline.org/taxon/wfo-4000039133,Trifolium,Trifolium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legume,NA,NA
Trifolium alpestre,Fabaceae,https://www.worldfloraonline.org/taxon/wfo-0000213941,Trifolium alpestre,Trifolium alpestre,113.2,0.225,0.001955,NA,herb,herb,NA,7,6,4,3,~,3,6,0,H,3,7,7,5,6112,NA,I,NA,V,NA,legume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legume,no,trifolio-geranietea
Trifolium arvense,Fabaceae,https://www.worldfloraonline.org/taxon/wfo-0000212967,Trifolium arvense,Trifolium arvense,182.06,0.1485,3.90631666666667e-4,NA,herb,NA,yes,8,6,3,3,NA,1,2,0,T,4,3,2,5,5200,NA,I,NA,*,NA,legume,NA,NA,NA,NA,NA,19.5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,T,A,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legume,no,sedo-scleranthetea
Trifolium campestre,Fabaceae,https://www.worldfloraonline.org/taxon/wfo-0000212979,Trifolium campestre,Trifolium campestre,270.83,0.288,3.29265e-4,May,herb,NA,NA,8,6,3,4,NA,3,6,0,T,6,4,4,7,5200,NA,I,NA,*,NA,legume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,T,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,legume,no,sedo-scleranthetea
Trifolium dubium,Fabaceae,https://www.worldfloraonline.org/taxon/wfo-0000212995,Trifolium dubium,Trifolium dubium,259.61,0.2375,3.965555e-4,NA,herb,NA,yes,6,6,3,4,NA,4,6,0,T,7,4,4,7,5421,NA,I,NA,*,NA,legume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,legume,no,arrhenatheretalia
Trifolium hybridum,Fabaceae,https://www.worldfloraonline.org/taxon/wfo-0000213009,Trifolium hybridum,Trifolium hybridum,249.03,0.42,7.55341e-4,May,herb,NA,yes,7,6,5,6,NA,5,7,0,H,7,4,4,8,3811,NA,N,N,nb,nb,legume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legume,no,no
Trifolium incarnatum,Fabaceae,https://www.worldfloraonline.org/taxon/wfo-0000213010,Trifolium incarnatum,Trifolium incarnatum,269.85,0.409,0.0028925454,May,herb,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,legume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legume,no,no
Trifolium medium,Fabaceae,https://www.worldfloraonline.org/taxon/wfo-0000213979,Trifolium medium,Trifolium medium,206.1,0.4,0.0019450625,NA,herb,forb,yes,7,6,4,4,NA,3,6,0,H,3,5,4,5,6111,NA,I,NA,*,NA,legume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legume,no,trifolio-geranietea
Trifolium montanum,Fabaceae,https://www.worldfloraonline.org/taxon/wfo-0000213031,Trifolium montanum,Trifolium montanum,197.48,0.275,8.65e-4,NA,herb,NA,NA,8,NA,4,3,~,2,8,0,H,5,4,4,6,5300,NA,I,NA,V,NA,legume,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,legume,no,festuco-brometea
Trifolium pratense,Fabaceae,https://www.worldfloraonline.org/taxon/wfo-0000213053,Trifolium pratense,Trifolium pratense,233.73,0.464333333333333,0.00147925,NA,herb,NA,yes,7,2,3,5,NA,6,6,0,H,7,4,4,8,5400,NA,I,NA,*,NA,legume,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,legume,no,no
Trifolium repens,Fabaceae,https://www.worldfloraonline.org/taxon/wfo-0000213062,Trifolium repens,Trifolium repens,314.43,0.25,6.0071425e-4,NA,herb,NA,yes,8,NA,NA,5,NA,6,6,1,"C,H",8,8,8,9,5423,NA,I,NA,*,NA,legume,NA,NA,NA,NA,NA,NA,27.6,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,legume,no,arrhenatheretalia
Trifolium striatum,Fabaceae,https://www.worldfloraonline.org/taxon/wfo-0000213091,Trifolium striatum,Trifolium striatum,208.73,0.159,0.00187946225,May,herb,NA,yes,8,7,3,3,NA,1,2,1,"T,H",NA,NA,NA,NA,5241,NA,I,NA,3,NA,legume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legume,no,sedo-scleranthetea
Tripleurospermum perforatum,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000034506,Tripleurospermum perforatum,Tripleurospermum perforatum,221.785,0.57,2.7458325e-4,Jun,herb,NA,no,7,6,3,NA,NA,6,6,0,T,NA,NA,NA,NA,3300,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Trisetum flavescens,Poaceae,https://www.worldfloraonline.org/taxon/wfo-0000905119,Trisetum flavescens,Trisetum flavescens,207.26,0.45,3.635e-4,Jun,herb,NA,no,7,NA,5,NA,NA,5,NA,0,H,7,5,4,7,5420,NA,I,NA,*,NA,grass,NA,NA,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,grass,no,arrhenatheretalia
