id.plot,id.site,region,eco.id,eco.name,altitude,longitude,latitude,hydrology,site.type,rest.meth,rest.age,land.use.hist,cover.grass,cover.forbs,cover.legumes,site.forb.legu.grass.ratio
M_TAN_A3,M_TAN,centre,654,Central European mixed forests,120.5999985,11.75682108,51.64052353,dry,restored,mga,11,grassland,25,15,5,1.209
M_TAN_A4,M_TAN,centre,654,Central European mixed forests,120.5999985,11.75682108,51.64052353,dry,restored,mga,11,grassland,15,21,4,1.209
M_TRE_A1,M_TRE,centre,654,Central European mixed forests,75.77999878,11.96757714,51.64524689,fresh,restored,res,8,grassland,30,50,3,0.933
M_TRE_A2,M_TRE,centre,654,Central European mixed forests,75.77999878,11.96757714,51.64524689,fresh,restored,res,8,grassland,50,35,1,0.933
M_TRE_A3,M_TRE,centre,654,Central European mixed forests,75.77999878,11.96757714,51.64524689,fresh,restored,res,8,grassland,55,30,0,0.933
M_TRE_A4,M_TRE,centre,654,Central European mixed forests,75.77999878,11.96757714,51.64524689,fresh,restored,res,8,grassland,30,33,2,0.933
M_TRN_A1,M_TRN,centre,654,Central European mixed forests,75.37999725,11.96509704,51.64410826,moist,negative,NA,NA,NA,57,9,2,0.383
M_TRN_A2,M_TRN,centre,654,Central European mixed forests,75.37999725,11.96509704,51.64410826,moist,negative,NA,NA,NA,70,20,0,0.383
M_TRN_A3,M_TRN,centre,654,Central European mixed forests,75.37999725,11.96509704,51.64410826,moist,negative,NA,NA,NA,40,30,1,0.383
M_TRN_A4,M_TRN,centre,654,Central European mixed forests,75.37999725,11.96509704,51.64410826,moist,negative,NA,NA,NA,60,25,0,0.383
M_TTH_A1,M_TTH,centre,654,Central European mixed forests,212.8300018,11.74525195,51.20022449,dry,restored,mga,11,grassland,20,30,0.5,1.638
M_TTH_A2,M_TTH,centre,654,Central European mixed forests,212.8300018,11.74525195,51.20022449,dry,restored,mga,11,grassland,20,40,0.5,1.638
M_TTH_A3,M_TTH,centre,654,Central European mixed forests,212.8300018,11.74525195,51.20022449,dry,restored,mga,11,grassland,20,30,0,1.638
M_TTH_A4,M_TTH,centre,654,Central European mixed forests,212.8300018,11.74525195,51.20022449,dry,restored,mga,11,grassland,20,28,2,1.638
M_TTO_A1,M_TTO,centre,654,Central European mixed forests,205.6600037,11.73221691,51.18472096,dry,positive,NA,NA,NA,30,40,0,2.929
M_TTO_A2,M_TTO,centre,654,Central European mixed forests,205.6600037,11.73221691,51.18472096,dry,positive,NA,NA,NA,15,50,0,2.929
M_TTO_A3,M_TTO,centre,654,Central European mixed forests,205.6600037,11.73221691,51.18472096,dry,positive,NA,NA,NA,20,40,0,2.929
M_TTO_A4,M_TTO,centre,654,Central European mixed forests,205.6600037,11.73221691,51.18472096,dry,positive,NA,NA,NA,5,75,0,2.929
M_TTP_A1,M_TTP,centre,654,Central European mixed forests,217.3399963,11.75171156,51.20209679,dry,restored,mga,13,grassland,30,20,8,1.05
M_TTP_A2,M_TTP,centre,654,Central European mixed forests,217.3399963,11.75171156,51.20209679,dry,restored,mga,13,grassland,25,25,7,1.05
M_TTP_A3,M_TTP,centre,654,Central European mixed forests,217.3399963,11.75171156,51.20209679,dry,restored,mga,13,grassland,30,20,0,1.05
M_TTP_A4,M_TTP,centre,654,Central European mixed forests,217.3399963,11.75171156,51.20209679,dry,restored,mga,13,grassland,15,25,0,1.05
M_VOC_A1,M_VOC,centre,654,Central European mixed forests,60.04000092,12.33854304,51.85665776,fresh,restored,dih,8,arable land,35,23,23,1.44
M_VOC_A2,M_VOC,centre,654,Central European mixed forests,60.04000092,12.33854304,51.85665776,fresh,restored,dih,8,arable land,30,30,40,1.44
M_VOC_A3,M_VOC,centre,654,Central European mixed forests,60.04000092,12.33854304,51.85665776,fresh,restored,dih,8,arable land,40,20,25,1.44
M_VOC_A4,M_VOC,centre,654,Central European mixed forests,60.04000092,12.33854304,51.85665776,fresh,restored,dih,8,arable land,45,30,25,1.44
M_WDG_A1,M_WDG,centre,654,Central European mixed forests,77.66000366,11.4834876,52.2889212,fresh,restored,res,6,arable land,4,10,80,2.292
M_WDG_A2,M_WDG,centre,654,Central European mixed forests,77.66000366,11.4834876,52.2889212,fresh,restored,res,6,arable land,20,15,35,2.292
M_WDG_A3,M_WDG,centre,654,Central European mixed forests,77.66000366,11.4834876,52.2889212,fresh,restored,res,6,arable land,35,20,8,2.292
M_WDG_A4,M_WDG,centre,654,Central European mixed forests,77.66000366,11.4834876,52.2889212,fresh,restored,res,6,arable land,30,30,6,2.292
M_WED_A1,M_WED,centre,654,Central European mixed forests,48.04000092,11.48918164,52.2679638,moist,restored,res,7,arable land,70,10,0,0.362
M_WED_A2,M_WED,centre,654,Central European mixed forests,48.04000092,11.48918164,52.2679638,moist,restored,res,7,arable land,60,25,0.1,0.362
M_WED_A3,M_WED,centre,654,Central European mixed forests,48.04000092,11.48918164,52.2679638,moist,restored,res,7,arable land,55,20,0,0.362
M_WED_A4,M_WED,centre,654,Central European mixed forests,48.04000092,11.48918164,52.2679638,moist,restored,res,7,arable land,50,25,5,0.362
M_WEF_A1,M_WEF,centre,654,Central European mixed forests,120.6800003,11.17225431,52.17879519,moist,restored,mga,13,grassland,85,5,0,0.111
M_WEF_A2,M_WEF,centre,654,Central European mixed forests,120.6800003,11.17225431,52.17879519,moist,restored,mga,13,grassland,53,7,0,0.111
M_WEF_A3,M_WEF,centre,654,Central European mixed forests,120.6800003,11.17225431,52.17879519,moist,restored,mga,13,grassland,55,10,0,0.111
M_WEF_A4,M_WEF,centre,654,Central European mixed forests,120.6800003,11.17225431,52.17879519,moist,restored,mga,13,grassland,60,6,0,0.111
M_WIM_A1,M_WIM,centre,686,Western European broadleaf forests,212.1000061,11.49754839,51.51079173,fresh,restored,res,6,arable land,20,35,30,1.162
M_WIM_A2,M_WIM,centre,686,Western European broadleaf forests,212.1000061,11.49754839,51.51079173,fresh,restored,res,6,arable land,50,30,15,1.162
M_WIM_A3,M_WIM,centre,686,Western European broadleaf forests,212.1000061,11.49754839,51.51079173,fresh,restored,res,6,arable land,40,25,10,1.162
M_WIM_A4,M_WIM,centre,686,Western European broadleaf forests,212.1000061,11.49754839,51.51079173,fresh,restored,res,6,arable land,38,20,7,1.162
M_WLE_A1,M_WLE,centre,654,Central European mixed forests,119.6500015,11.20737972,52.18579459,moist,negative,NA,NA,NA,98,4,0,1.197
M_WLE_A2,M_WLE,centre,654,Central European mixed forests,119.6500015,11.20737972,52.18579459,moist,negative,NA,NA,NA,35,65,0,1.197
M_WLE_A3,M_WLE,centre,654,Central European mixed forests,119.6500015,11.20737972,52.18579459,moist,negative,NA,NA,NA,25,75,0,1.197
M_WLE_A4,M_WLE,centre,654,Central European mixed forests,119.6500015,11.20737972,52.18579459,moist,negative,NA,NA,NA,25,75,0,1.197
M_WUG_A1,M_WUG,centre,654,Central European mixed forests,51.81000137,11.91389537,51.85297179,fresh,restored,mga,NA,arable land,40,25,0.5,0.997
M_WUG_A2,M_WUG,centre,654,Central European mixed forests,51.81000137,11.91389537,51.85297179,fresh,restored,mga,NA,arable land,50,30,1,0.997
M_WUG_A3,M_WUG,centre,654,Central European mixed forests,51.81000137,11.91389537,51.85297179,fresh,restored,mga,NA,arable land,40,45,3,0.997
M_WUG_A4,M_WUG,centre,654,Central European mixed forests,51.81000137,11.91389537,51.85297179,fresh,restored,mga,NA,arable land,30,55,0,0.997
M_WUM_A1,M_WUM,centre,654,Central European mixed forests,52.34000015,11.94306453,51.83665149,fresh,restored,mga,NA,grassland,37,45,5,0.87
M_WUM_A2,M_WUM,centre,654,Central European mixed forests,52.34000015,11.94306453,51.83665149,fresh,restored,mga,NA,grassland,65,25,1,0.87
M_WUM_A3,M_WUM,centre,654,Central European mixed forests,52.34000015,11.94306453,51.83665149,fresh,restored,mga,NA,grassland,45,40,1,0.87
M_WUM_A4,M_WUM,centre,654,Central European mixed forests,52.34000015,11.94306453,51.83665149,fresh,restored,mga,NA,grassland,45,50,0,0.87
M_WUN_A1,M_WUN,centre,654,Central European mixed forests,51.93999863,11.91088705,51.85409945,fresh,negative,NA,NA,NA,65,10,0.5,0.144
M_WUN_A2,M_WUN,centre,654,Central European mixed forests,51.93999863,11.91088705,51.85409945,fresh,negative,NA,NA,NA,72,8,1,0.144
M_WUN_A3,M_WUN,centre,654,Central European mixed forests,51.93999863,11.91088705,51.85409945,fresh,negative,NA,NA,NA,80,12,2.5,0.144
M_WUN_A4,M_WUN,centre,654,Central European mixed forests,51.93999863,11.91088705,51.85409945,fresh,negative,NA,NA,NA,88,10,0,0.144
M_WUP_A1,M_WUP,centre,654,Central European mixed forests,52.24000168,11.93649437,51.84281827,fresh,positive,NA,NA,NA,30,35,0,0.916
M_WUP_A2,M_WUP,centre,654,Central European mixed forests,52.24000168,11.93649437,51.84281827,fresh,positive,NA,NA,NA,50,35,0.5,0.916
M_WUP_A3,M_WUP,centre,654,Central European mixed forests,52.24000168,11.93649437,51.84281827,fresh,positive,NA,NA,NA,25,55,0,0.916
M_WUP_A4,M_WUP,centre,654,Central European mixed forests,52.24000168,11.93649437,51.84281827,fresh,positive,NA,NA,NA,55,20,1,0.916
M_WUR_A1,M_WUR,centre,654,Central European mixed forests,52.08000183,11.95411022,51.83463992,moist,positive,NA,NA,NA,50,25,2,0.774
M_WUR_A2,M_WUR,centre,654,Central European mixed forests,52.08000183,11.95411022,51.83463992,moist,positive,NA,NA,NA,47,20,0,0.774
M_WUR_A3,M_WUR,centre,654,Central European mixed forests,52.08000183,11.95411022,51.83463992,moist,positive,NA,NA,NA,32,55,0,0.774
M_WUR_A4,M_WUR,centre,654,Central European mixed forests,52.08000183,11.95411022,51.83463992,moist,positive,NA,NA,NA,35,25,0,0.774
N_AFE_A1,N_AFE,north,664,European Atlantic mixed forests,54.68000031,10.60355741,52.57145886,fresh,restored,cus,34,arable land,65,10,0,1.005
N_AFE_A2,N_AFE,north,664,European Atlantic mixed forests,54.68000031,10.60355741,52.57145886,fresh,restored,cus,34,arable land,50,60,5,1.005
N_AFE_A3,N_AFE,north,664,European Atlantic mixed forests,54.68000031,10.60355741,52.57145886,fresh,restored,cus,34,arable land,40,70,3,1.005
N_AFE_A4,N_AFE,north,664,European Atlantic mixed forests,54.68000031,10.60355741,52.57145886,fresh,restored,cus,34,arable land,45,50,3,1.005
N_ALA_A1,N_ALA,north,664,European Atlantic mixed forests,18.13999939,11.63909778,52.99585029,fresh,restored,res,6,grassland,45,50,15,1.361
N_ALA_A2,N_ALA,north,664,European Atlantic mixed forests,18.13999939,11.63909778,52.99585029,fresh,restored,res,6,grassland,50,45,10,1.361
N_ALA_A3,N_ALA,north,664,European Atlantic mixed forests,18.13999939,11.63909778,52.99585029,fresh,restored,res,6,grassland,35,50,20,1.361
N_ALA_A4,N_ALA,north,664,European Atlantic mixed forests,18.13999939,11.63909778,52.99585029,fresh,restored,res,6,grassland,50,45,10,1.361
N_ARE_A1,N_ARE,north,664,European Atlantic mixed forests,20.57999992,11.41380242,52.90835525,fresh,restored,res,NA,arable land,25,45,1,0.358
N_ARE_A2,N_ARE,north,664,European Atlantic mixed forests,20.57999992,11.41380242,52.90835525,fresh,restored,res,NA,arable land,80,5,0.5,0.358
N_ARE_A3,N_ARE,north,664,European Atlantic mixed forests,20.57999992,11.41380242,52.90835525,fresh,restored,res,NA,arable land,85,10,0.1,0.358
N_ARE_A4,N_ARE,north,664,European Atlantic mixed forests,20.57999992,11.41380242,52.90835525,fresh,restored,res,NA,arable land,55,25,1,0.358
N_BEB_A1,N_BEB,north,664,European Atlantic mixed forests,54.29000092,10.58705219,52.56455023,fresh,restored,cus,29,arable land,80,1,0,0.021
N_BEB_A2,N_BEB,north,664,European Atlantic mixed forests,54.29000092,10.58705219,52.56455023,fresh,restored,cus,29,arable land,90,0.5,0,0.021
N_BEB_A3,N_BEB,north,664,European Atlantic mixed forests,54.29000092,10.58705219,52.56455023,fresh,restored,cus,29,arable land,95,1,0,0.021
N_BEB_A4,N_BEB,north,664,European Atlantic mixed forests,54.29000092,10.58705219,52.56455023,fresh,restored,cus,29,arable land,95,5,0,0.021
N_BEN_A1,N_BEN,north,664,European Atlantic mixed forests,59.18000031,10.61579891,52.64595831,fresh,negative,NA,NA,NA,97,5,0,0.15
N_BEN_A2,N_BEN,north,664,European Atlantic mixed forests,59.18000031,10.61579891,52.64595831,fresh,negative,NA,NA,NA,95,10,0,0.15
N_BEN_A3,N_BEN,north,664,European Atlantic mixed forests,59.18000031,10.61579891,52.64595831,fresh,negative,NA,NA,NA,100,5,0,0.15
N_BEN_A4,N_BEN,north,664,European Atlantic mixed forests,59.18000031,10.61579891,52.64595831,fresh,negative,NA,NA,NA,75,35,0,0.15
N_BIT_A1,N_BIT,north,664,European Atlantic mixed forests,29.85000038,9.712489826,54.06746828,fresh,restored,dih,4,grassland,30,50,0.5,1.782
N_BIT_A2,N_BIT,north,664,European Atlantic mixed forests,29.85000038,9.712489826,54.06746828,fresh,restored,dih,4,grassland,15,75,1,1.782
N_BIT_A3,N_BIT,north,664,European Atlantic mixed forests,29.85000038,9.712489826,54.06746828,fresh,restored,dih,4,grassland,40,60,0.1,1.782
N_BIT_A4,N_BIT,north,664,European Atlantic mixed forests,29.85000038,9.712489826,54.06746828,fresh,restored,dih,4,grassland,45,45,0,1.782
N_BLE_A1,N_BLE,north,664,European Atlantic mixed forests,8.430000305,10.74598821,53.33188724,fresh,positive,NA,NA,NA,40,60,8,0.821
N_BLE_A2,N_BLE,north,664,European Atlantic mixed forests,8.430000305,10.74598821,53.33188724,fresh,positive,NA,NA,NA,30,65,3,0.821
N_BLE_A3,N_BLE,north,664,European Atlantic mixed forests,8.430000305,10.74598821,53.33188724,fresh,positive,NA,NA,NA,90,30,10,0.821
N_BLE_A4,N_BLE,north,664,European Atlantic mixed forests,8.430000305,10.74598821,53.33188724,fresh,positive,NA,NA,NA,80,20,1,0.821
N_BLU_A1,N_BLU,north,664,European Atlantic mixed forests,17.78000069,11.15186993,52.90365006,fresh,restored,cus,28,arable land,60,3,0.1,0.686
N_BLU_A2,N_BLU,north,664,European Atlantic mixed forests,17.78000069,11.15186993,52.90365006,fresh,restored,cus,28,arable land,20,60,0.5,0.686
N_BLU_A3,N_BLU,north,664,European Atlantic mixed forests,17.78000069,11.15186993,52.90365006,fresh,restored,cus,28,arable land,75,5,0.5,0.686
N_BLU_A4,N_BLU,north,664,European Atlantic mixed forests,17.78000069,11.15186993,52.90365006,fresh,restored,cus,28,arable land,20,50,1,0.686
N_BRD_A1,N_BRD,north,664,European Atlantic mixed forests,16.42000008,11.4258011,53.05071543,fresh,restored,dih,3,grassland,50,25,1,0.426
N_BRD_A2,N_BRD,north,664,European Atlantic mixed forests,16.42000008,11.4258011,53.05071543,fresh,restored,dih,3,grassland,50,10,0.5,0.426
N_BRD_A3,N_BRD,north,664,European Atlantic mixed forests,16.42000008,11.4258011,53.05071543,fresh,restored,dih,3,grassland,55,40,2,0.426
N_BRD_A4,N_BRD,north,664,European Atlantic mixed forests,16.42000008,11.4258011,53.05071543,fresh,restored,dih,3,grassland,55,8,3,0.426
N_BRE_A1,N_BRE,north,664,European Atlantic mixed forests,21.70999908,10.66332693,53.60182733,dry,restored,res,4,arable land,40,10,35,0.846
N_BRE_A2,N_BRE,north,664,European Atlantic mixed forests,21.70999908,10.66332693,53.60182733,dry,restored,res,4,arable land,55,25,20,0.846
N_BRE_A3,N_BRE,north,664,European Atlantic mixed forests,21.70999908,10.66332693,53.60182733,dry,restored,res,4,arable land,60,20,10,0.846
N_BRE_A4,N_BRE,north,664,European Atlantic mixed forests,21.70999908,10.66332693,53.60182733,dry,restored,res,4,arable land,40,25,20,0.846
N_BRO_A1,N_BRO,north,664,European Atlantic mixed forests,21.72999954,10.66569268,53.46791394,dry,restored,dih,8,arable land,20,40,2,2.809
N_BRO_A2,N_BRO,north,664,European Atlantic mixed forests,21.72999954,10.66569268,53.46791394,dry,restored,dih,8,arable land,8,55,1,2.809
N_BRO_A3,N_BRO,north,664,European Atlantic mixed forests,21.72999954,10.66569268,53.46791394,dry,restored,dih,8,arable land,30,40,5,2.809
N_BRO_A4,N_BRO,north,664,European Atlantic mixed forests,21.72999954,10.66569268,53.46791394,dry,restored,dih,8,arable land,10,40,8,2.809
N_BU1_A1,N_BU1,north,664,European Atlantic mixed forests,14.35000038,9.774601422,54.09915593,fresh,negative,NA,NA,NA,80,5,30,0.563
N_BU1_A2,N_BU1,north,664,European Atlantic mixed forests,14.35000038,9.774601422,54.09915593,fresh,negative,NA,NA,NA,70,10,60,0.563
N_BU1_A3,N_BU1,north,664,European Atlantic mixed forests,14.35000038,9.774601422,54.09915593,fresh,negative,NA,NA,NA,80,15,30,0.563
N_BU1_A4,N_BU1,north,664,European Atlantic mixed forests,14.35000038,9.774601422,54.09915593,fresh,negative,NA,NA,NA,90,25,5,0.563
N_BU2_A1,N_BU2,north,664,European Atlantic mixed forests,12.56999969,9.766568712,54.09996863,moist,negative,NA,NA,NA,95,5,2,0.079
N_BU2_A2,N_BU2,north,664,European Atlantic mixed forests,12.56999969,9.766568712,54.09996863,moist,negative,NA,NA,NA,95,5,0,0.079
N_BU2_A3,N_BU2,north,664,European Atlantic mixed forests,12.56999969,9.766568712,54.09996863,moist,negative,NA,NA,NA,95,5,2,0.079
N_BU2_A4,N_BU2,north,664,European Atlantic mixed forests,12.56999969,9.766568712,54.09996863,moist,negative,NA,NA,NA,95,10,1,0.079
N_CAM_A1,N_CAM,north,664,European Atlantic mixed forests,70.16999817,9.825099354,53.15047911,dry,positive,NA,NA,NA,20,3,0.1,0.132
N_CAM_A2,N_CAM,north,664,European Atlantic mixed forests,70.16999817,9.825099354,53.15047911,dry,positive,NA,NA,NA,25,1,0.1,0.132
N_CAM_A3,N_CAM,north,664,European Atlantic mixed forests,70.16999817,9.825099354,53.15047911,dry,positive,NA,NA,NA,15,1,0,0.132
N_CAM_A4,N_CAM,north,664,European Atlantic mixed forests,70.16999817,9.825099354,53.15047911,dry,positive,NA,NA,NA,17,5,0,0.132
N_CNI_A1,N_CNI,north,664,European Atlantic mixed forests,10.42000008,10.85101826,53.24958879,moist,restored,mga,16,grassland,80,10,3,0.361
N_CNI_A2,N_CNI,north,664,European Atlantic mixed forests,10.42000008,10.85101826,53.24958879,moist,restored,mga,16,grassland,90,8,2,0.361
N_CNI_A3,N_CNI,north,664,European Atlantic mixed forests,10.42000008,10.85101826,53.24958879,moist,restored,mga,16,grassland,60,30,5,0.361
N_CNI_A4,N_CNI,north,664,European Atlantic mixed forests,10.42000008,10.85101826,53.24958879,moist,restored,mga,16,grassland,55,40,5,0.361
N_DAM_A1,N_DAM,north,664,European Atlantic mixed forests,12.60000038,11.13755266,53.12415583,fresh,restored,res,7,arable land,50,0.5,0.1,0.027
N_DAM_A2,N_DAM,north,664,European Atlantic mixed forests,12.60000038,11.13755266,53.12415583,fresh,restored,res,7,arable land,50,0.1,0.1,0.027
N_DAM_A3,N_DAM,north,664,European Atlantic mixed forests,12.60000038,11.13755266,53.12415583,fresh,restored,res,7,arable land,45,2,0.5,0.027
N_DAM_A4,N_DAM,north,664,European Atlantic mixed forests,12.60000038,11.13755266,53.12415583,fresh,restored,res,7,arable land,50,1,1,0.027
N_DUM_A1,N_DUM,north,664,European Atlantic mixed forests,24.95000076,10.96713715,52.90104063,moist,positive,NA,NA,NA,80,30,50,0.613
N_DUM_A2,N_DUM,north,664,European Atlantic mixed forests,24.95000076,10.96713715,52.90104063,moist,positive,NA,NA,NA,80,10,15,0.613
N_DUM_A3,N_DUM,north,664,European Atlantic mixed forests,24.95000076,10.96713715,52.90104063,moist,positive,NA,NA,NA,70,20,20,0.613
N_DUM_A4,N_DUM,north,664,European Atlantic mixed forests,24.95000076,10.96713715,52.90104063,moist,positive,NA,NA,NA,80,25,20,0.613
N_EIC_A1,N_EIC,north,664,European Atlantic mixed forests,135.8899994,9.966582081,53.15894547,dry,restored,dih,6,grassland,30,50,0.1,1.001
N_EIC_A2,N_EIC,north,664,European Atlantic mixed forests,135.8899994,9.966582081,53.15894547,dry,restored,dih,6,grassland,50,40,0.1,1.001
N_EIC_A3,N_EIC,north,664,European Atlantic mixed forests,135.8899994,9.966582081,53.15894547,dry,restored,dih,6,grassland,50,40,0,1.001
N_EIC_A4,N_EIC,north,664,European Atlantic mixed forests,135.8899994,9.966582081,53.15894547,dry,restored,dih,6,grassland,50,50,0,1.001
N_ELB_A1,N_ELB,north,664,European Atlantic mixed forests,13.56000042,11.21872812,53.12500769,fresh,restored,res,5,arable land,35,55,25,1.714
N_ELB_A2,N_ELB,north,664,European Atlantic mixed forests,13.56000042,11.21872812,53.12500769,fresh,restored,res,5,arable land,35,35,30,1.714
N_ELB_A3,N_ELB,north,664,European Atlantic mixed forests,13.56000042,11.21872812,53.12500769,fresh,restored,res,5,arable land,30,35,15,1.714
N_ELB_A4,N_ELB,north,664,European Atlantic mixed forests,13.56000042,11.21872812,53.12500769,fresh,restored,res,5,arable land,40,35,10,1.714
N_FLA_A1,N_FLA,north,664,European Atlantic mixed forests,13.14000034,10.30145646,53.28602734,moist,negative,NA,NA,NA,90,0.1,0,0.002
N_FLA_A2,N_FLA,north,664,European Atlantic mixed forests,13.14000034,10.30145646,53.28602734,moist,negative,NA,NA,NA,95,0,0,0.002
N_FLA_A3,N_FLA,north,664,European Atlantic mixed forests,13.14000034,10.30145646,53.28602734,moist,negative,NA,NA,NA,98,0.5,0,0.002
N_FLA_A4,N_FLA,north,664,European Atlantic mixed forests,13.14000034,10.30145646,53.28602734,moist,negative,NA,NA,NA,97,0.1,0.1,0.002
N_GAM_A1,N_GAM,north,664,European Atlantic mixed forests,52.41999817,10.54880198,52.51725778,fresh,restored,cus,30,arable land,70,25,10,0.305
N_GAM_A2,N_GAM,north,664,European Atlantic mixed forests,52.41999817,10.54880198,52.51725778,fresh,restored,cus,30,arable land,75,20,10,0.305
N_GAM_A3,N_GAM,north,664,European Atlantic mixed forests,52.41999817,10.54880198,52.51725778,fresh,restored,cus,30,arable land,95,5,1,0.305
N_GAM_A4,N_GAM,north,664,European Atlantic mixed forests,52.41999817,10.54880198,52.51725778,fresh,restored,cus,30,arable land,85,25,3,0.305
N_GAR_A1,N_GAR,north,664,European Atlantic mixed forests,6.429999828,10.65708759,53.33546428,fresh,restored,cus,17,arable land,10,5,90,3.756
N_GAR_A2,N_GAR,north,664,European Atlantic mixed forests,6.429999828,10.65708759,53.33546428,fresh,restored,cus,17,arable land,8,8,90,3.756
N_GAR_A3,N_GAR,north,664,European Atlantic mixed forests,6.429999828,10.65708759,53.33546428,fresh,restored,cus,17,arable land,13,10,90,3.756
N_GAR_A4,N_GAR,north,664,European Atlantic mixed forests,6.429999828,10.65708759,53.33546428,fresh,restored,cus,17,arable land,55,10,20,3.756
N_GBI_A1,N_GBI,north,664,European Atlantic mixed forests,17.15999985,11.21682835,52.89239537,moist,positive,NA,NA,NA,55,35,3,1.187
N_GBI_A2,N_GBI,north,664,European Atlantic mixed forests,17.15999985,11.21682835,52.89239537,moist,positive,NA,NA,NA,60,40,0.5,1.187
N_GBI_A3,N_GBI,north,664,European Atlantic mixed forests,17.15999985,11.21682835,52.89239537,moist,positive,NA,NA,NA,45,50,0.1,1.187
N_GBI_A4,N_GBI,north,664,European Atlantic mixed forests,17.15999985,11.21682835,52.89239537,moist,positive,NA,NA,NA,20,10,75,1.187
N_GUT_A1,N_GUT,north,664,European Atlantic mixed forests,39.79000092,10.7350907,53.17096801,fresh,restored,res,8,arable land,25,20,70,1.366
N_GUT_A2,N_GUT,north,664,European Atlantic mixed forests,39.79000092,10.7350907,53.17096801,fresh,restored,res,8,arable land,75,30,30,1.366
N_GUT_A3,N_GUT,north,664,European Atlantic mixed forests,39.79000092,10.7350907,53.17096801,fresh,restored,res,8,arable land,85,25,10,1.366
N_GUT_A4,N_GUT,north,664,European Atlantic mixed forests,39.79000092,10.7350907,53.17096801,fresh,restored,res,8,arable land,20,45,50,1.366
N_HAI_A1,N_HAI,north,664,European Atlantic mixed forests,16.59000015,9.734085864,53.59957298,moist,restored,mga,3,grassland,89,1,0,0.048
N_HAI_A2,N_HAI,north,664,European Atlantic mixed forests,16.59000015,9.734085864,53.59957298,moist,restored,mga,3,grassland,80,5,0,0.048
N_HAI_A3,N_HAI,north,664,European Atlantic mixed forests,16.59000015,9.734085864,53.59957298,moist,restored,mga,3,grassland,85,8,0,0.048
N_HAI_A4,N_HAI,north,664,European Atlantic mixed forests,16.59000015,9.734085864,53.59957298,moist,restored,mga,3,grassland,40,0.1,0,0.048
N_HOH_A1,N_HOH,north,664,European Atlantic mixed forests,37.56000137,11.41839008,53.07004693,dry,restored,mga,7,arable land,5,50,0.5,1.101
N_HOH_A2,N_HOH,north,664,European Atlantic mixed forests,37.56000137,11.41839008,53.07004693,dry,restored,mga,7,arable land,55,15,0.5,1.101
N_HOH_A3,N_HOH,north,664,European Atlantic mixed forests,37.56000137,11.41839008,53.07004693,dry,restored,mga,7,arable land,30,30,0,1.101
N_HOH_A4,N_HOH,north,664,European Atlantic mixed forests,37.56000137,11.41839008,53.07004693,dry,restored,mga,7,arable land,20,25,0.1,1.101
N_HOR_A1,N_HOR,north,664,European Atlantic mixed forests,60.97000122,10.18559932,53.09655483,dry,restored,cus,4,arable land,45,15,0.5,0.452
N_HOR_A2,N_HOR,north,664,European Atlantic mixed forests,60.97000122,10.18559932,53.09655483,dry,restored,cus,4,arable land,35,15,5,0.452
N_HOR_A3,N_HOR,north,664,European Atlantic mixed forests,60.97000122,10.18559932,53.09655483,dry,restored,cus,4,arable land,35,10,4,0.452
N_HOR_A4,N_HOR,north,664,European Atlantic mixed forests,60.97000122,10.18559932,53.09655483,dry,restored,cus,4,arable land,30,15,1,0.452
N_HOY_A1,N_HOY,north,664,European Atlantic mixed forests,17.11000061,11.16556556,52.8977337,moist,restored,mga,3,arable land,60,0.5,7,0.293
N_HOY_A2,N_HOY,north,664,European Atlantic mixed forests,17.11000061,11.16556556,52.8977337,moist,restored,mga,3,arable land,50,0.1,25,0.293
N_HOY_A3,N_HOY,north,664,European Atlantic mixed forests,17.11000061,11.16556556,52.8977337,moist,restored,mga,3,arable land,50,1,1,0.293
N_HOY_A4,N_HOY,north,664,European Atlantic mixed forests,17.11000061,11.16556556,52.8977337,moist,restored,mga,3,arable land,30,1,20,0.293
N_ISE_A1,N_ISE,north,664,European Atlantic mixed forests,55.18999863,10.61617118,52.58565925,dry,positive,NA,NA,NA,40,30,0.1,0.383
N_ISE_A2,N_ISE,north,664,European Atlantic mixed forests,55.18999863,10.61617118,52.58565925,dry,positive,NA,NA,NA,90,1,0,0.383
N_ISE_A3,N_ISE,north,664,European Atlantic mixed forests,55.18999863,10.61617118,52.58565925,dry,positive,NA,NA,NA,85,15,0,0.383
N_ISE_A4,N_ISE,north,664,European Atlantic mixed forests,55.18999863,10.61617118,52.58565925,dry,positive,NA,NA,NA,50,55,0.5,0.383
N_JAS_A1,N_JAS,north,664,European Atlantic mixed forests,7.260000229,10.76861238,53.31423676,fresh,restored,cus,10,arable land,60,15,65,0.604
N_JAS_A2,N_JAS,north,664,European Atlantic mixed forests,7.260000229,10.76861238,53.31423676,fresh,restored,cus,10,arable land,70,10,15,0.604
N_JAS_A3,N_JAS,north,664,European Atlantic mixed forests,7.260000229,10.76861238,53.31423676,fresh,restored,cus,10,arable land,55,8,3,0.604
N_JAS_A4,N_JAS,north,664,European Atlantic mixed forests,7.260000229,10.76861238,53.31423676,fresh,restored,cus,10,arable land,60,30,2,0.604
N_KAP_A1,N_KAP,north,664,European Atlantic mixed forests,17.52000046,11.50973785,53.02310201,fresh,restored,dih,7,arable land,65,15,3,0.87
